2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
2.927401,2.714846,2.884904,2.879008,2.950809,3.103426,3.386575,3.600492,3.735083,3.801607,3.790574,3.718259,3.684321,3.71013,3.778555,3.833565,3.828163,3.825132,3.864636,3.886252,3.892223,3.898502,3.89448,3.90401,3.913998,3.931085,3.944385,3.988335,4.044254,4.081291,4.1048,4.162823,4.216218,4.270297,4.32507
