2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
2.097499,2.108173,2.074169,2.045519,2.023063,2.016389,1.998868,2.007039,2.021374,2.003827,2.005204,2.003208,2.00154,1.998493,2.005436,2.006257,2.000654,2.000681,2.00607,2.002987,2.001591,1.994751,1.994575,1.996719,1.998523,1.998947,2.001625,1.999121,2.001098,2.000415,1.998073,1.997586,1.996649,1.995712,1.994776
