2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
1273.9502,1324.9082,1375.8662,1426.8242,1477.7822,1528.7402,1579.6983,1630.6563,1681.6143,1732.5723,1783.5303,1834.4883,1885.4463,1936.4043,1987.3623,2038.3203,2089.2783,2140.2363,2191.1944,2242.1524,2293.1104,2344.0684,2395.0264,2445.9844,2496.9424,2547.9004,2624.3374,2700.7744,2777.2115,2853.6485,2930.0855,2981.0435,3032.0015,3082.9595,3133.9175,3184.8755,3235.8335,3286.7915,3338.552
