2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
45.8601,47.3895,48.9189,50.4482,51.9776,53.5069,54.5265,55.5461,56.5657,57.5749,58.5944,59.614,60.6336,61.6532,62.6727,63.6923,64.972,66.2412,67.5209,68.7902,70.0595,71.3391,72.6084,73.8881,75.1573,76.437,77.4566,78.4762,79.4957,80.5049,81.5245,82.8042,84.0734,85.3531,86.6224,87.902,89.1713,90.451,91.749
